#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Time Remaining"
75.8%	24262	-23.280516352587103	177.33825184966835	0.0319	0:20
75.8%	24263	-23.27947598747576	177.32156822857073	0.0319	0:20
75.8%	24264	-23.278436594676627	177.3049002003364	0.0319	0:20
75.8%	24265	-23.277398175628687	177.28824778495763	0.0319	0:20
75.8%	24266	-23.276360731769422	177.27161101190987	0.0319	0:20
75.8%	24267	-23.275324264535573	177.25498989961275	0.0319	0:20
75.8%	24268	-23.274288775361285	177.23838447086337	0.0319	0:20
75.8%	24269	-23.273254265680517	177.22179475111207	0.0319	0:20
75.8%	24270	-23.27222073692454	177.20522076130428	0.0319	0:20
75.8%	24271	-23.27118819052421	177.1886625273268	0.0319	0:20
75.8%	24272	-23.270156627908168	177.17212006573772	0.0319	0:20
75.9%	24273	-23.269126050503683	177.15559340586523	0.0319	0:20
75.9%	24274	-23.26809645973733	177.1390825670038	0.0319	0:20
75.9%	24275	-23.26706785703303	177.12258757343722	0.0319	0:20
75.9%	24276	-23.266040243813976	177.10610844515776	0.0319	0:20
75.9%	24277	-23.265013621502042	177.08964521025052	0.0319	0:20
75.9%	24278	-23.263987991516796	177.073197888666	0.0319	0:20
75.9%	24279	-23.262963355277353	177.05676650058265	0.0319	0:20
75.9%	24280	-23.261939714200384	177.04035107097374	0.0319	0:20
75.9%	24281	-23.2609170697017	177.02395162332738	0.0319	0:20
75.9%	24282	-23.259895423195395	177.00756818344917	0.0319	0:20
75.9%	24283	-23.258874776094025	176.99120076837866	0.0319	0:20
75.9%	24284	-23.25785512980876	176.97484940032143	0.0319	0:20
75.9%	24285	-23.25683648574926	176.95851410486665	0.0319	0:20
75.9%	24286	-23.255818845323706	176.94219490771331	0.0319	0:20
75.9%	24287	-23.254802209938582	176.92589182324386	0.0319	0:20
75.9%	24288	-23.253786580998998	176.90960488037206	0.0319	0:20
75.9%	24289	-23.25277195990878	176.89333409438262	0.0319	0:20
75.9%	24290	-23.25175834806993	176.87707949761685	0.0319	0:20
75.9%	24291	-23.25074574688279	176.860841109146	0.0319	0:20
75.9%	24292	-23.249734157746882	176.84461894660052	0.0319	0:20
75.9%	24293	-23.248723582059416	176.82841303732002	0.0319	0:20
75.9%	24294	-23.24771402121647	176.81222340348504	0.0319	0:20
75.9%	24295	-23.246705476612565	176.79605006655865	0.0319	0:20
75.9%	24296	-23.245697949640974	176.7798930501593	0.0319	0:20
75.9%	24297	-23.244691441692584	176.76375237124532	0.0319	0:20
75.9%	24298	-23.243685954157772	176.74762806126293	0.0319	0:20
75.9%	24299	-23.24268148842471	176.7315201347207	0.0319	0:20
75.9%	24300	-23.24167804588033	176.715428618774	0.0319	0:20
75.9%	24301	-23.24067562790972	176.69935352970478	0.0319	0:20
75.9%	24302	-23.239674235897276	176.68329489427768	0.0319	0:20
75.9%	24303	-23.238673871224506	176.66725273155862	0.0319	0:20
76.0%	24304	-23.23767453527255	176.65122706895988	0.0319	0:20
76.0%	24305	-23.23667622942023	176.63521792188953	0.0319	0:20
76.0%	24306	-23.235678955045408	176.61922531948443	0.0319	0:20
76.0%	24307	-23.23468271352391	176.6032492779377	0.0319	0:20
76.0%	24308	-23.233687506230414	176.58728982193398	0.0319	0:20
76.0%	24309	-23.23269333453767	176.57134697351265	0.0319	0:20
76.0%	24310	-23.231700199817073	176.55542075512201	0.0319	0:20
76.0%	24311	-23.23070810343839	176.53951118866325	0.0319	0:20
76.0%	24312	-23.229717046769867	176.523618294206	0.0319	0:20
76.0%	24313	-23.228727031178067	176.5077420918489	0.0319	0:20
76.0%	24314	-23.22773805802816	176.49188261046405	0.0319	0:20
76.0%	24315	-23.226750128683776	176.4760398697247	0.0319	0:20
76.0%	24316	-23.225763244506858	176.46021388748676	0.0319	0:20
76.0%	24317	-23.224777406857516	176.4444046833504	0.0319	0:20
76.0%	24318	-23.223792617094663	176.4286122881734	0.0319	0:20
76.0%	24319	-23.222808876575517	176.41283671746965	0.0319	0:20
76.0%	24320	-23.221826186655615	176.3970779930094	0.0319	0:20
76.0%	24321	-23.22084454868933	176.38133613984309	0.0319	0:20
76.0%	24322	-23.219863964028793	176.36561117703397	0.0319	0:20
76.0%	24323	-23.21888443402477	176.34990312607297	0.0319	0:20
76.0%	24324	-23.21790596002659	176.334212009162	0.0319	0:20
76.0%	24325	-23.216928543381883	176.31853784811491	0.0319	0:20
76.0%	24326	-23.215952185436933	176.30288066656195	0.0319	0:20
76.0%	24327	-23.214976887536015	176.28724048704336	0.0319	0:20
76.0%	24328	-23.214002651022	176.27161732530615	0.0319	0:20
76.0%	24329	-23.21302947723589	176.25601120548734	0.0319	0:20
76.0%	24330	-23.212057367517808	176.2404221523159	0.0319	0:20
76.0%	24331	-23.211086323205507	176.22485018131968	0.0319	0:20
76.0%	24332	-23.210116345635207	176.2092953180877	0.0319	0:20
76.0%	24333	-23.20914743614207	176.1937575825636	0.0319	0:20
76.0%	24334	-23.208179596058997	176.17823699714776	0.0319	0:20
76.0%	24335	-23.207212826717793	176.16273357994766	0.0319	0:20
76.0%	24336	-23.206247129448077	176.14724735260592	0.0319	0:20
76.1%	24337	-23.205282505578477	176.1317783432624	0.0319	0:20
76.1%	24338	-23.204318956435376	176.1163265688723	0.0319	0:20
76.1%	24339	-23.203356483343896	176.10089205099257	0.0319	0:20
76.1%	24340	-23.20239508762773	176.08547480818987	0.0319	0:20
76.1%	24341	-23.201434770608174	176.07007486556716	0.0319	0:20
76.1%	24342	-23.20047553360571	176.05469223785076	0.0319	0:20
76.1%	24343	-23.199517377938704	176.03932695546942	0.0319	0:20
76.1%	24344	-23.19856030492428	176.02397902977611	0.0319	0:20
76.1%	24345	-23.197604315877303	176.00864848944562	0.0319	0:20
76.1%	24346	-23.196649412111334	175.9933353548852	0.0319	0:20
76.1%	24347	-23.19569559493866	175.97803964439254	0.0319	0:20
76.1%	24348	-23.19474286566937	175.9627613786512	0.0319	0:20
76.1%	24349	-23.193791225611932	175.94750057967426	0.0319	0:20
76.1%	24350	-23.192840676073445	175.9322572681171	0.0319	0:20
76.1%	24351	-23.191891218359167	175.91703146460256	0.0319	0:20
76.1%	24352	-23.190942853772604	175.90182319654085	0.0319	0:20
76.1%	24353	-23.189995583616053	175.88663247531716	0.0319	0:20
76.1%	24354	-23.189049409189522	175.87145932231084	0.0319	0:20
76.1%	24355	-23.188104331791827	175.8563037659435	0.0319	0:20
76.1%	24356	-23.187160352720113	175.84116582155596	0.0319	0:20
76.1%	24357	-23.18621747326909	175.82604551186859	0.0319	0:20
76.1%	24358	-23.185275694732933	175.81094285783016	0.0319	0:20
76.1%	24359	-23.184335018403495	175.79585787817405	0.0319	0:20
76.1%	24360	-23.183395445570834	175.78079059620677	0.0319	0:20
76.1%	24361	-23.182456977523657	175.76574102840803	0.0319	0:20
76.1%	24362	-23.181519615548865	175.75070920175563	0.0319	0:20
76.1%	24363	-23.18058336093177	175.73569513136775	0.0319	0:20
76.1%	24364	-23.179648214955787	175.72069883773293	0.0319	0:20
76.1%	24365	-23.178714178902737	175.7057203413959	0.0319	0:20
76.1%	24366	-23.177781254052896	175.69075966933747	0.0319	0:20
76.1%	24367	-23.176849441684478	175.67581683316794	0.0319	0:20
76.2%	24368	-23.175918743074476	175.66089186167375	0.0319	0:20
76.2%	24369	-23.174989159497834	175.6459847698488	0.0319	0:20
76.2%	24370	-23.1740606922279	175.63109558014497	0.0319	0:20
76.2%	24371	-23.173133342536474	175.61622431217825	0.0319	0:20
76.2%	24372	-23.172207111693144	175.60137098594328	0.0319	0:20
76.2%	24373	-23.171282000966514	175.58653562178023	0.0319	0:20
76.2%	24374	-23.170358011623026	175.57171823942082	0.0319	0:20
76.2%	24375	-23.16943514492741	175.5569188599996	0.0319	0:20
76.2%	24376	-23.168513402142658	175.5421375037004	0.0319	0:20
76.2%	24377	-23.167592784530434	175.52737419065397	0.0319	0:20
76.2%	24378	-23.166673293350005	175.512628944362	0.0319	0:20
76.2%	24379	-23.165754929859677	175.4979017813616	0.0319	0:20
76.2%	24380	-23.164837695315295	175.48319272088028	0.0319	0:20
76.2%	24381	-23.1639215909717	175.4685017868211	0.0319	0:20
76.2%	24382	-23.163006618081248	175.4538289979938	0.0319	0:20
76.2%	24383	-23.16209277789529	175.43917437081703	0.0319	0:20
76.2%	24384	-23.161180071662972	175.4245379281955	0.0319	0:20
76.2%	24385	-23.160268500631968	175.4099196884686	0.0319	0:20
76.2%	24386	-23.15935806604781	175.39531967449182	0.0319	0:20
76.2%	24387	-23.158448769154813	175.38073790589135	0.0319	0:20
76.2%	24388	-23.15754061119534	175.366174401667	0.0319	0:20
76.2%	24389	-23.15663359340985	175.35162918378933	0.0319	0:20
76.2%	24390	-23.155727717037106	175.33710226513284	0.0319	0:20
76.2%	24391	-23.154822983314276	175.32259367122745	0.0319	0:20
76.2%	24392	-23.15391939347687	175.30810342034172	0.0319	0:20
76.2%	24393	-23.153016948758246	175.29363153758658	0.0319	0:20
76.2%	24394	-23.15211565039036	175.2791780315678	0.0319	0:20
76.2%	24395	-23.15121549960307	175.26474293272713	0.0319	0:20
76.2%	24396	-23.15031649762501	175.25032625899976	0.0319	0:20
76.2%	24397	-23.14941864568243	175.23592802079293	0.0319	0:20
76.2%	24398	-23.148521945000216	175.2215482500184	0.0319	0:20
76.2%	24399	-23.14762639680156	175.20718695776736	0.0319	0:20
76.2%	24400	-23.146732002307406	175.19284416885566	0.0319	0:20
76.3%	24401	-23.14583876273738	175.17851990016666	0.0319	0:20
76.3%	24402	-23.144946679309193	175.16421416975143	0.0319	0:20
76.3%	24403	-23.144055753238476	175.14992700128	0.0319	0:20
76.3%	24404	-23.143165985740037	175.13565841332425	0.0319	0:20
76.3%	24405	-23.14227737802572	175.12140842082144	0.0319	0:20
76.3%	24406	-23.141389931306318	175.1071770469598	0.0319	0:20
76.3%	24407	-23.140503646790457	175.0929643112141	0.0319	0:20
76.3%	24408	-23.139618525685286	175.07877023328913	0.0319	0:20
76.3%	24409	-23.138734569196053	175.0645948320193	0.0319	0:20
76.3%	24410	-23.13785177852594	175.05043812424086	0.0319	0:20
76.3%	24411	-23.136970154877083	175.0363001323993	0.0319	0:20
76.3%	24412	-23.136089699448767	175.02218087583245	0.0319	0:20
76.3%	24413	-23.13521041343946	175.0080803704483	0.0319	0:20
76.3%	24414	-23.134332298045276	174.99399863674114	0.0319	0:20
76.3%	24415	-23.133455354460605	174.97993569322674	0.0319	0:20
76.3%	24416	-23.13257958387832	174.96589155905752	0.0319	0:20
76.3%	24417	-23.131704987488952	174.95186625650658	0.0319	0:20
76.3%	24418	-23.130831566481664	174.93785980377626	0.0319	0:20
76.3%	24419	-23.129959322043824	174.92387221837487	0.0319	0:20
76.3%	24420	-23.129088255360664	174.90990352245964	0.0319	0:20
76.3%	24421	-23.128218367615627	174.89595373008922	0.0319	0:20
76.3%	24422	-23.1273496599911	174.88202286407935	0.0319	0:20
76.3%	24423	-23.126482133666208	174.86811094142507	0.0319	0:20
76.3%	24424	-23.125615789819772	174.85421797879073	0.0319	0:20
76.3%	24425	-23.12475062962798	174.8403440001434	0.0319	0:20
76.3%	24426	-23.123886654265032	174.82648901940027	0.0319	0:20
76.3%	24427	-23.123023864903892	174.81265306038375	0.0319	0:20
76.3%	24428	-23.122162262715285	174.7988361369393	0.0319	0:20
76.3%	24429	-23.12130184886828	174.78503827113616	0.0319	0:20
76.3%	24430	-23.12044262452996	174.77125948022197	0.0319	0:20
76.3%	24431	-23.1195845908657	174.75749978525315	0.0319	0:20
76.3%	24432	-23.118727749039028	174.74375920409514	0.0319	0:20
76.4%	24433	-23.11787210021157	174.7300377516422	0.0319	0:20
76.4%	24434	-23.117017645543168	174.7163354479858	0.0319	0:20
76.4%	24435	-23.116164386191787	174.70265231344132	0.0319	0:20
76.4%	24436	-23.115312323313667	174.68898836817243	0.0319	0:20
76.4%	24437	-23.114461458062873	174.67534362910354	0.0319	0:20
76.4%	24438	-23.113611791592152	174.66171810959605	0.0319	0:20
76.4%	24439	-23.11276332505171	174.64811183479458	0.0319	0:20
76.4%	24440	-23.11191605959072	174.63452482237165	0.0319	0:20
76.4%	24441	-23.11106999635574	174.6209570858627	0.0319	0:20
76.4%	24442	-23.110225136491778	174.60740864910332	0.0319	0:20
76.4%	24443	-23.10938148114212	174.59387952569855	0.0319	0:20
76.4%	24444	-23.108539031448174	174.58036973858873	0.0319	0:20
76.4%	24445	-23.107697788549054	174.5668793059914	0.0319	0:20
76.4%	24446	-23.106857753582535	174.55340824124204	0.0319	0:20
76.4%	24447	-23.10601892768432	174.53995656602513	0.0319	0:20
76.4%	24448	-23.105181311988165	174.5265243007467	0.0319	0:20
76.4%	24449	-23.104344907626015	174.51311146121165	0.0319	0:20
76.4%	24450	-23.103509715727935	174.49971806254214	0.0319	0:20
76.4%	24451	-23.10267573742221	174.486344123344	0.0319	0:20
76.4%	24452	-23.101842973835215	174.47298966689485	0.0319	0:20
76.4%	24453	-23.101011426091233	174.45965470631162	0.0319	0:20
76.4%	24454	-23.100181095312884	174.4463392590147	0.0319	0:20
76.4%	24455	-23.099351982620853	174.43304334936926	0.0319	0:20
76.4%	24456	-23.09852408913407	174.4197669891984	0.0319	0:20
76.4%	24457	-23.097697415969286	174.40651020045576	0.0319	0:20
76.4%	24458	-23.096871964241597	174.39327299752563	0.0319	0:20
76.4%	24459	-23.096047735063852	174.38005540053166	0.0319	0:20
76.4%	24460	-23.09522472954763	174.3668574255848	0.0319	0:20
76.4%	24461	-23.094402948802117	174.35367909096476	0.0319	0:20
76.4%	24462	-23.09358239393485	174.34052041668863	0.0319	0:20
76.4%	24463	-23.092763066051063	174.32738141821463	0.0319	0:20
76.5%	24464	-23.091944966254758	174.31426211639393	0.0319	0:20
76.5%	24465	-23.09112809564747	174.30116252552133	0.0319	0:20
76.5%	24466	-23.090312455329048	174.28808266270184	0.0319	0:20
76.5%	24467	-23.089498046397345	174.27502254493564	0.0319	0:20
76.5%	24468	-23.08868486994858	174.26198219366975	0.0319	0:20
76.5%	24469	-23.08787292707654	174.24896162738366	0.0319	0:20
76.5%	24470	-23.08706221887335	174.23596085462617	0.0319	0:20
76.5%	24471	-23.08625274642973	174.22297990565127	0.0319	0:20
76.5%	24472	-23.085444510833888	174.21001878509009	0.0319	0:20
76.5%	24473	-23.08463751317188	174.19707751958939	0.0319	0:20
76.5%	24474	-23.083831754528468	174.18415612475158	0.0319	0:20
76.5%	24475	-23.083027235986176	174.1712546115673	0.0319	0:20
76.5%	24476	-23.082223958625736	174.15837300336742	0.0319	0:20
76.5%	24477	-23.08142192352564	174.1455113155243	0.0319	0:20
76.5%	24478	-23.080621131762946	174.13266956969593	0.0319	0:20
76.5%	24479	-23.079821584412485	174.11984777856398	0.0319	0:20
76.5%	24480	-23.079023282547027	174.10704596174932	0.0319	0:20
76.5%	24481	-23.078226227237728	174.09426413043636	0.0319	0:20
76.5%	24482	-23.077430419553536	174.08150230781382	0.0319	0:20
76.5%	24483	-23.07663586056142	174.06876051197253	0.0319	0:20
76.5%	24484	-23.075842551326843	174.05603875681263	0.0319	0:20
76.5%	24485	-23.075050492913004	174.0433370625534	0.0319	0:20
76.5%	24486	-23.07425968638093	174.03065544065674	0.0319	0:20
76.5%	24487	-23.07347013279028	174.01799391009263	0.0319	0:20
76.5%	24488	-23.072681833198146	174.00535248950888	0.0319	0:20
76.5%	24489	-23.0718947886602	173.9927311974308	0.0319	0:20
76.5%	24490	-23.071109000229818	173.98013004905806	0.0319	0:20
76.5%	24491	-23.07032446895864	173.96754906119463	0.0319	0:20
76.5%	24492	-23.069541195896154	173.95498825024364	0.0319	0:20
76.5%	24493	-23.06875918208994	173.94244763379538	0.0319	0:20
76.5%	24494	-23.0679784285857	173.92992722250906	0.0319	0:20
76.5%	24495	-23.067198936427133	173.9174270395541	0.0319	0:20
76.5%	24496	-23.066420706655958	173.9049471044863	0.0319	0:20
76.6%	24497	-23.06564374031184	173.89248743030407	0.0319	0:20
76.6%	24498	-23.064868038432877	173.8800480320686	0.0319	0:20
76.6%	24499	-23.064093602054484	173.86762892860114	0.0319	0:20
76.6%	24500	-23.06332043221094	173.85523013718782	0.0319	0:20
76.6%	24501	-23.062548529933867	173.84285167201912	0.0319	0:20
76.6%	24502	-23.06177789625308	173.83049355117916	0.0319	0:20
76.6%	24503	-23.061008532196755	173.81815578703416	0.0319	0:20
76.6%	24504	-23.06024043879072	173.80583840157837	0.0319	0:20
76.6%	24505	-23.05947361705898	173.7935414080858	0.0319	0:20
76.6%	24506	-23.058708068023595	173.7812648265436	0.0319	0:20
76.6%	24507	-23.057943792704222	173.76900866990985	0.0319	0:20
76.6%	24508	-23.057180792119343	173.75677295790598	0.0319	0:20
76.6%	24509	-23.056419067284757	173.74455770075966	0.0319	0:20
76.6%	24510	-23.05565861921461	173.73236291487427	0.0319	0:20
76.6%	24511	-23.054899448920814	173.72018862299427	0.0319	0:20
76.6%	24512	-23.05414155741364	173.708034838093	0.0319	0:20
76.6%	24513	-23.05338494570086	173.6959015766054	0.0319	0:20
76.6%	24514	-23.052629614788664	173.68378885486726	0.0319	0:20
76.6%	24515	-23.05187556568118	173.6716966866502	0.0319	0:20
76.6%	24516	-23.051122799380348	173.6596250939071	0.0319	0:20
76.6%	24517	-23.050371316886395	173.64757408282932	0.0319	0:20
76.6%	24518	-23.049621119197287	173.63554367947782	0.0319	0:20
76.6%	24519	-23.048872207309	173.6235338936617	0.0319	0:20
76.6%	24520	-23.048124582215703	173.6115447479878	0.0319	0:20
76.6%	24521	-23.047378244909407	173.5995762455629	0.0319	0:20
76.6%	24522	-23.046633196380142	173.58762841519385	0.0319	0:20
76.6%	24523	-23.045889437615777	173.5757012670064	0.0319	0:20
76.6%	24524	-23.045146969602214	173.56379481732526	0.0319	0:20
76.6%	24525	-23.044405793323932	173.5519090807847	0.0319	0:20
76.6%	24526	-23.043665909762275	173.54004407696888	0.0319	0:20
76.6%	24527	-23.042927319897807	173.5281998176611	0.0319	0:20
76.7%	24528	-23.042190024707974	173.5163763199661	0.0319	0:20
76.7%	24529	-23.04145402516868	173.50457360300177	0.0319	0:20
76.7%	24530	-23.0407193222541	173.49279167820978	0.0319	0:20
76.7%	24531	-23.039985916935812	173.48103055912765	0.0319	0:20
76.7%	24532	-23.039253810183627	173.46929026388156	0.0319	0:20
76.7%	24533	-23.03852300296551	173.4575708090783	0.0319	0:20
76.7%	24534	-23.03779349624708	173.44587221356778	0.0319	0:20
76.7%	24535	-23.037065290992054	173.43419448284885	0.0319	0:20
76.7%	24536	-23.03633838816204	173.4225376443647	0.0319	0:20
76.7%	24537	-23.035612788716897	173.4109017056473	0.0319	0:20
76.7%	24538	-23.034888493613998	173.39928668172502	0.0319	0:20
76.7%	24539	-23.034165503808957	173.38769259329848	0.0319	0:20
76.7%	24540	-23.033443820255393	173.37611944771137	0.0319	0:20
76.7%	24541	-23.032723443904693	173.3645672667545	0.0319	0:20
76.7%	24542	-23.032004375706283	173.3530360648028	0.0319	0:20
76.7%	24543	-23.031286616607524	173.34152585404414	0.0319	0:20
76.7%	24544	-23.030570167553726	173.33003665175778	0.0319	0:20
76.7%	24545	-23.029855029488303	173.31856847184434	0.0319	0:20
76.7%	24546	-23.02914120335219	173.30712133276225	0.0319	0:20
76.7%	24547	-23.02842869008497	173.29569524508673	0.0319	0:20
76.7%	24548	-23.027717490623303	173.2842902290662	0.0319	0:20
76.7%	24549	-23.027007605902366	173.27290629381815	0.0319	0:20
76.7%	24550	-23.026299036855345	173.26154345981342	0.0319	0:20
76.7%	24551	-23.025591784413052	173.25020174165434	0.0319	0:20
76.7%	24552	-23.024885849504322	173.23888114900078	0.0319	0:20
76.7%	24553	-23.024181233055902	173.22758169982637	0.0319	0:20
76.7%	24554	-23.02347793599273	173.21630340589638	0.0319	0:20
76.7%	24555	-23.022775959237187	173.2050462881659	0.0319	0:20
76.7%	24556	-23.02207530371021	173.19381035615453	0.0319	0:20
76.7%	24557	-23.021375970329853	173.18259562987714	0.0319	0:20
76.7%	24558	-23.020677960013067	173.17140211851478	0.0319	0:20
76.7%	24559	-23.019981273673995	173.16022983809995	0.0319	0:20
76.8%	24560	-23.019285912224774	173.14907880466234	0.0319	0:20
76.8%	24561	-23.01859187657584	173.13794903294732	0.0319	0:20
76.8%	24562	-23.017899167635285	173.12684053609294	0.0319	0:20
76.8%	24563	-23.017207786309257	173.11575332761137	0.0319	0:20
76.8%	24564	-23.016517733501622	173.10468742473154	0.0319	0:20
76.8%	24565	-23.015829010114285	173.09364284336814	0.0319	0:20
76.8%	24566	-23.01514161704705	173.08261959458147	0.0319	0:20
76.8%	24567	-23.014455555197557	173.0716176921754	0.0319	0:20
76.8%	24568	-23.013770825461652	173.06063715179022	0.0319	0:20
76.8%	24569	-23.01308742873258	173.04967799121923	0.0319	0:20
76.8%	24570	-23.01240536590194	173.03874022049112	0.0319	0:20
76.8%	24571	-23.011724637859313	173.02782384915716	0.0319	0:20
76.8%	24572	-23.01104524549135	173.01692890014007	0.0319	0:20
76.8%	24573	-23.01036718968367	173.00605538415923	0.0319	0:20
76.8%	24574	-23.009690471319097	172.99520331891756	0.0319	0:20
76.8%	24575	-23.00901509127892	172.98437270986827	0.0319	0:20
76.8%	24576	-23.008341050441558	172.97356358051638	0.0319	0:20
76.8%	24577	-23.00766834968395	172.96277594254803	0.0319	0:20
76.8%	24578	-23.00699698988092	172.95200980643892	0.0319	0:20
76.8%	24579	-23.00632697190464	172.94126519115179	0.0319	0:20
76.8%	24580	-23.005658296625867	172.93054210680745	0.0319	0:20
76.8%	24581	-23.004990964912654	172.91984056382668	0.0319	0:20
76.8%	24582	-23.00432497763121	172.90916058213455	0.0319	0:20
76.8%	24583	-23.003660335645964	172.89850217500344	0.0319	0:20
76.8%	24584	-23.002997039818464	172.88786535712424	0.0319	0:20
76.8%	24585	-23.002335091008835	172.87725013987736	0.0319	0:20
76.8%	24586	-23.001674490074706	172.86665653330908	0.0319	0:20
76.8%	24587	-23.001015237871705	172.85608456093905	0.0319	0:20
76.8%	24588	-23.00035733525336	172.84553422749116	0.0319	0:20
76.8%	24589	-22.999700783071056	172.8350055523263	0.0319	0:20
76.8%	24590	-22.99904558217386	172.824498546408	0.0319	0:20
76.8%	24591	-22.998391733409225	172.8140132210625	0.0319	0:20
76.8%	24592	-22.997739237621836	172.8035495930228	0.0319	0:20
76.9%	24593	-22.99708809565478	172.79310767590664	0.0319	0:20
76.9%	24594	-22.996438308348477	172.7826874826285	0.0319	0:20
76.9%	24595	-22.995789876542148	172.7722890264219	0.0319	0:20
76.9%	24596	-22.99514280107144	172.7619123247478	0.0319	0:20
76.9%	24597	-22.994497082771268	172.75155738432142	0.0319	0:20
76.9%	24598	-22.993852722473598	172.741224219843	0.0319	0:20
76.9%	24599	-22.993209721008657	172.73091284648152	0.0319	0:20
76.9%	24600	-22.99256807920415	172.72062327632042	0.0319	0:20
76.9%	24601	-22.991927797886053	172.71035552756766	0.0319	0:20
76.9%	24602	-22.991288877877896	172.70010960738466	0.0319	0:20
76.9%	24603	-22.990651320001113	172.6898855305746	0.0319	0:20
76.9%	24604	-22.990015125075313	172.67968331155072	0.0319	0:20
76.9%	24605	-22.989380293917428	172.66950296053787	0.0319	0:20
76.9%	24606	-22.988746827342478	172.65934449487338	0.0319	0:20
76.9%	24607	-22.988114726163474	172.649207922146	0.0319	0:20
76.9%	24608	-22.987483991191258	172.63909325750382	0.0319	0:20
76.9%	24609	-22.986854623234503	172.62900051684565	0.0319	0:20
76.9%	24610	-22.986226623099277	172.61892971105684	0.0319	0:20
76.9%	24611	-22.985599991590007	172.6088808562484	0.0319	0:20
76.9%	24612	-22.984974729508874	172.59885395629115	0.0319	0:20
76.9%	24613	-22.984350837655867	172.58884903282134	0.0319	0:20
76.9%	24614	-22.983728316828905	172.57886609533952	0.0319	0:20
76.9%	24615	-22.983107167823263	172.56890515445536	0.0319	0:20
76.9%	24616	-22.98248739143286	172.5589662256973	0.0319	0:20
76.9%	24617	-22.981868988448735	172.5490493194649	0.0319	0:20
76.9%	24618	-22.981251959660177	172.53915445472543	0.0319	0:20
76.9%	24619	-22.98063630585407	172.52928163755328	0.0319	0:20
76.9%	24620	-22.980022027815277	172.51943088315906	0.0319	0:20
76.9%	24621	-22.9794091263265	172.50960220284355	0.0319	0:20
76.9%	24622	-22.978797602168196	172.49979560943447	0.0319	0:19
76.9%	24623	-22.978187456118633	172.49001111630733	0.0319	0:19
77.0%	24624	-22.97757868895374	172.48024873564142	0.0319	0:19
77.0%	24625	-22.976971301447854	172.47050848081142	0.0319	0:19
77.0%	24626	-22.976365294372506	172.46079036558044	0.0319	0:19
77.0%	24627	-22.97576066849735	172.45109439624437	0.0319	0:19
77.0%	24628	-22.97515742458968	172.44142058739214	0.0319	0:19
77.0%	24629	-22.97455556341486	172.43176895329395	0.0319	0:19
77.0%	24630	-22.97395508573599	172.4221395054924	0.0319	0:19
77.0%	24631	-22.973355992313785	172.41253225486705	0.0319	0:19
77.0%	24632	-22.972758283906924	172.40294721484818	0.0319	0:19
77.0%	24633	-22.972161961272043	172.3933843986892	0.0319	0:19
77.0%	24634	-22.971567025163218	172.38384382042017	0.0319	0:19
77.0%	24635	-22.970973476332958	172.37432548656997	0.0319	0:19
77.0%	24636	-22.970381315530737	172.36482941297612	0.0319	0:19
77.0%	24637	-22.969790543504548	172.35535560436892	0.0319	0:19
77.0%	24638	-22.96920116099978	172.3459040822942	0.0319	0:19
77.0%	24639	-22.968613168759976	172.33647485476652	0.0319	0:19
77.0%	24640	-22.96802656752616	172.32706793108065	0.0319	0:19
77.0%	24641	-22.96744135803722	172.3176833282968	0.0319	0:19
77.0%	24642	-22.96685754102994	172.30832105592324	0.0319	0:19
77.0%	24643	-22.966275117238986	172.29898112555935	0.0319	0:19
77.0%	24644	-22.965694087396514	172.2896635478997	0.0319	0:19
77.0%	24645	-22.965114452232537	172.280368337639	0.0319	0:19
77.0%	24646	-22.96453621247546	172.27109550437953	0.0319	0:19
77.0%	24647	-22.96395936885069	172.26184505874377	0.0319	0:19
77.0%	24648	-22.963383922081796	172.25261701469978	0.0319	0:19
77.0%	24649	-22.96280987289008	172.2434113848367	0.0319	0:19
77.0%	24650	-22.9622372219947	172.23422817545963	0.0319	0:19
77.0%	24651	-22.961665970112396	172.22506739798672	0.0319	0:19
77.0%	24652	-22.961096117958203	172.21592906816971	0.0319	0:19
77.0%	24653	-22.960527666244197	172.20681319590233	0.0319	0:19
77.0%	24654	-22.959960615680817	172.19771979388236	0.0319	0:19
77.0%	24655	-22.959394966975903	172.18864887577425	0.0319	0:19
77.0%	24656	-22.95883072083552	172.1796004477694	0.0319	0:19
77.1%	24657	-22.95826787796319	172.17057452106286	0.0319	0:19
77.1%	24658	-22.95770643906028	172.1615711103004	0.0319	0:19
77.1%	24659	-22.957146404825753	172.15259022671256	0.0319	0:19
77.1%	24660	-22.956587775956883	172.14363188107964	0.0319	0:19
77.1%	24661	-22.956030553148242	172.13469608157672	0.0319	0:19
77.1%	24662	-22.955474737092047	172.1257828433472	0.0319	0:19
77.1%	24663	-22.954920328478863	172.11689217227257	0.0319	0:19
77.1%	24664	-22.954367327996724	172.10802408390674	0.0319	0:19
77.1%	24665	-22.953815736331247	172.0991785897124	0.0319	0:19
77.1%	24666	-22.95326555416625	172.0903556957455	0.0319	0:19
77.1%	24667	-22.95271678218281	172.08155541917148	0.0319	0:19
77.1%	24668	-22.952169421060084	172.07277776585985	0.0319	0:19
77.1%	24669	-22.951623471475045	172.06402274645555	0.0319	0:19
77.1%	24670	-22.95107893410226	172.055290373328	0.0319	0:19
77.1%	24671	-22.95053580961412	172.04658065554472	0.0319	0:19
